timestamp,concept_term,snomed_id,fsn,semantic_tag,definition_status,parents,grandparents,children,siblings
2026-02-12T18:52:35.475349,Blood in urine,34436003,Blood in urine (finding),finding,Primitive,Urine finding,Clinical finding,Hematuria syndrome|Urine microscopy:RBC's present|Blood clots in urine,"Deposit in urine|Finding of urine appearance|Urine cytology|Finding of odor of urine|Mucus in urine|Finding of urine substance level|Contamination of urine culture|Abnormal urinary product|Urine erythrocyte test = +|Stone in urine|Urine microscopy - general - finding|Finding of measures of urine output|Finding of urine output|Specific gravity of urine|Pyuria|Abnormal urine|Two glass urine test, first glass appearance finding|Urinalysis = no abnormality|MSU = equivocal|Polyuria|Urine erythrocyte test = +++|Blood not detected in urine|Urine volume measurement finding|Irradiation cystitis without hematuria|Urinary sediment|Substance in urine detected by screening method|Gravel in urine|CSU = no abnormality|Urine culture: organisms - finding|Pus cells in urine|MSU = no abnormality|Urine erythrocytes not detected|Urine = normal on inspection|Podocyturia|Urinary eosinophils|Urine erythrocyte test = ++"
2026-02-12T18:52:42.930391,Oliguria,83128009,Oliguria (finding),finding,Fully defined,Finding of urine output,Urinary system finding|Urine finding|Finding of body product,Suppressed urine secretion|Oliguria following ectopic pregnancy|Oliguria following procedure|Miscarriage with oliguria|Oliguria following molar pregnancy|Deficient urine secretion,Anuria|Vasopressin resistance|Nocturnal polyuria
2026-02-12T18:52:49.179034,Polyuria,28442001,Polyuria (finding),finding,Primitive,Finding of body product|Urine finding,Clinical finding,Panhypophysitis|Vasopressin-related polyuria|Primary polydipsia,"Deposit in urine|Contents of stool - finding|Finding of urine appearance|Urine cytology|Finding of odor of urine|Low-grade urothelial neoplasia found on urine cytology|Mucus in urine|Finding of urine substance level|Contamination of urine culture|Urine erythrocyte test = +|Abnormal urinary product|Stone in urine|Urine microscopy - general - finding|Finding of measures of urine output|Finding of urine output|Specific gravity of urine|Sweat finding|Finding of saliva|Pyuria|Finding of appearance of stool|Abnormal urine|Two glass urine test, first glass appearance finding|Idiopathic pyuria|High-grade urothelial carcinoma not detected by urine cytology|MSU = equivocal|Urinalysis = no abnormality|Feces odor finding|Urine erythrocyte test = +++|Blood not detected in urine|Urine volume measurement finding|Irradiation cystitis without hematuria|Urinary sediment|Finding of smegma|Substance in urine detected by screening method|Feces quantity finding|Gravel in urine|No nipple discharge|Blood on pants|Semen finding|Sputum finding|CSU = no abnormality|Blood in urine|Pus cells in urine|Urine culture: organisms - finding|MSU = no abnormality|Urine erythrocytes not detected|Urine = normal on inspection|Feces: foreign constituents - finding|Podocyturia|Gastric aspirate finding|Urinary eosinophils|Blood on toilet paper|High-grade urothelial carcinoma found on urine cytology|Urine erythrocyte test = ++"
2026-02-12T18:52:58.720112,Necrosis,6574001,Necrosis (morphologic abnormality),morphologic abnormality,Primitive,Damage,Lesion,Liquefactive necrosis|Chronic necrosis|Acute necrosis|Avascular necrosis|Necrotic debris|Bridging necrosis|Zonal necrosis|Caries|Circumferential necrosis|Confluent necrosis|Necrotic eschar|Focal necrosis|Coagulative necrosis|Massive necrosis|Necrobiosis|Aseptic necrosis|Pseudopalisade formation|Gangrene|Fibrinoid necrosis|Laminar necrosis|Hemorrhagic necrosis|Necrotizing inflammation|Tumor necrosis|Piecemeal necrosis|Subacute necrosis|Diffuse necrosis|Septic necrosis|Infarct|Fat necrosis|Caseous necrosis|Radiation injury with necrosis|Early necrosis|Thrombonecrosis|Zenker's necrosis,Sprain|Constriction injury|Blast injury|Strain - lesion|Superficial injury|Concussive injury|Kernicterus|Cold injury|Diffuse damage|Radiation injury|Pulmonary bulla|Disruption|Multiple injuries|Focal damage|Sequestrum|Friction injury|Thermal injury|Structural change due to ischemia|Decompression injury|Perforation|Blunt injury|Crushing injury (morphology)|Pressure injury|Burn injury|Microtrauma|Fracture|Wound|Neurapraxia|Axonotmesis
2026-02-12T18:53:10.009547,Ischemia,52674009,Ischemia (disorder),disorder,Primitive,Vascular insufficiency|Perfusion finding,Vascular disorder|Cardiovascular finding,Ischemia of bilateral upper limbs|Peripheral ischemia|Orbital ischemic syndrome|Resting ischemia|Anterior segment ischemia|Ischemic congestive cardiomyopathy|Pain of bilateral upper limbs co-occurrent and due to ischemia|Choroidal ischemia|Ischemia of right lower extremity|Transient ischemia|Acute visceral ischemia|Cerebral ischemia|Brain stem ischemia|Ischemia of stoma|Arterial ischemia|Reversible ischemia of testis due to torsion|Ischemic disorder of spinal cord|Ischemia co-occurrent and due to increased oxygen demand|Visceral ischemia|Ischemia of left lower extremity,Gastrointestinal tract vascular insufficiency|Hypostasis|Myocardial perfusion - finding|Alteration in tissue perfusion|Acute vascular insufficiency|Cardiopulmonary bypass finding|Vascular insufficiency of kidney|Venous insufficiency of flap|Flap ischemia|TIMI grade 3: complete perfusion|Arterial perfusion of leg - finding|Vascular insufficiency of limb|Normal tissue perfusion|Arterial perfusion of hand - finding|Organ or tissue vascular perfusion increased|Arterial insufficiency|TIMI grade 1: penetration without perfusion|Chronic vascular insufficiency|TIMI grade 2: partial perfusion|Ventilation-perfusion finding|TIMI grade 0: no perfusion|Organ or tissue vascular perfusion decreased|Wound/tissue perfusion consistent with or improved from preoperative baseline|Peripheral venous insufficiency|Normal organ or tissue vascular perfusion
2026-02-12T18:53:19.965544,Sepsis,91302008,Sepsis (disorder),disorder,Fully defined,Organ dysfunction syndrome|Disorder of immune function|Inflammation of specific body organs,Disease|Inflammation of specific body structures or tissue,"Intrauterine sepsis of fetus|Sepsis due to incomplete miscarriage|Sepsis caused by central venous catheter in situ|Septic shock co-occurrent with acute organ dysfunction caused by Serratia|Gastrointestinal ulceration due to sepsis|Septic shock co-occurrent with acute organ dysfunction caused by Pseudomonas|Sepsis without septic shock|Sepsis caused by Meningococcus|Lung injury with sepsis|Transient respiratory distress with sepsis|Gastritis with sepsis|Sepsis with acquired immunodeficiency syndrome|Gastrointestinal hemorrhage with sepsis|Septic shock co-occurrent with acute organ dysfunction due to Gram-positive coccus|Sepsis with cutaneous manifestations|Sepsis due to infection caused by Citrobacter|Sepsis due to and following procedure|Left ventricular failure with sepsis|Failed attempted termination of pregnancy with sepsis|Sepsis during labor|Pyemia|Myocardial dysfunction with sepsis|Sepsis following infusion, injection, transfusion AND/OR vaccination|Neutropenic sepsis|Sepsis caused by fungus|Sepsis associated with internal vascular access|Septic shock co-occurrent with acute organ dysfunction due to Enterococcus|Sepsis caused by Gonococcus|Puerperal sepsis|Septic shock co-occurrent with acute organ dysfunction due to Chromobacterium|Sepsis caused by monkeypox virus|Gastrointestinal lesion with sepsis|Antepartum septicemia|Postoperative sepsis|Acute tubulointerstitial nephritis associated with systemic infection|Septic shock co-occurrent with acute organ dysfunction due to Gonococcus|Sepsis in asplenic subject|Bacterial sepsis|Sepsis due to oral infection|Septic shock co-occurrent with acute organ dysfunction caused by Haemophilus influenzae|Septic shock co-occurrent with acute organ dysfunction caused by Meningococcus|Sepsis due to ectopic pregnancy|Sepsis of the newborn|Septic shock co-occurrent with acute organ dysfunction caused by anaerobic bacteria|Line sepsis associated with dialysis catheter|Sepsis caused by Chromobacterium|Perinatal sepsis|Sepsis due to urinary tract infection|Sepsis following molar pregnancy|Right ventricular failure with sepsis|Sepsis caused by virus|Sepsis caused by Proteus|Sepsis caused by methicillin susceptible Staphylococcus aureus|Miscarriage with sepsis|Encephalopathy with sepsis","Autoimmune disease|Aseptic peritoneal eosinophilia after dialysis|Asthmatic pulmonary eosinophilia|Osteomyelitis of left humerus|Lichenoid allergic contact reaction|Multiple organ failure|Gastritis|Allergic headache|Acute cervical lymphadenitis|Inflammatory disorder of visual cortex|Granuloma of cerebral hemispheric lobe|Hereditary disorder of immune system|Rhinitis|Psoriasis plantaris|Laryngitis|End stage organ failure|Apical periodontitis|Familial mesangial sclerosis|Tinea kerion|Cerebral pyogenic abscess|Infection causing granuloma of extradural space of spinal cord|Allergic bronchopulmonary mycosis|Graft versus host disease due to kidney transplant|Cerebellar granuloma|Psoriasis palmaris|Diffuse interstitial rheumatoid disease of lung|Chronic pulmonary blastomycosis|Multiple sclerosis|Alpha-gal syndrome|Allergic reaction|Hypertrophic pachymeningitis due to disorder of immune function|Geniculate ganglionitis|Allergic bronchopulmonary aspergillosis|Inflammatory disease of liver|Acute pulmonary radiation disease|White blood cell disorder|Sepsis following induced termination of pregnancy|Tracheitis|Pneumonitis|Allergic diarrhea|Salpingitis|Chronic nonbacterial osteomyelitis/chronic recurrent multifocal osteomyelitis|Hypogammaglobulinemia due to multiple myeloma|Dacryocystitis|Granuloma of brain caused by Schistosoma mansoni|Allergic urticaria and/or angioedema|Cryopathy|Disorder of immune function due to systemic lupus erythematosus|Pulpitis|Autoinflammatory disease|Autoimmune cerebellar inflammation|Myelitis|Pericarditis|Cystitis|Acute respiratory distress syndrome due to COVID-19|Inflammation of adrenal gland|Empyema of pleura|Encephalitis|Maxillary herpes zoster infection|Arthritis|Otitis|Allergic disorder|Pulmonary fibrosis, hepatic hyperplasia, bone marrow hypoplasia syndrome|Periostitis|Bubonic plague|Familial idiopathic pulmonary fibrosis|Polyclonal hyperviscosity syndrome|Osteomyelitis of left pelvis|Oophoritis|Chronic toxic interstitial nephritis|Cholangitis|External inflammatory resorption|Cerebellar pyogenic abscess|Crohn disease of anal canal|Inflammatory disorder of the eye|Myelin oligodendrocyte glycoprotein antibody-associated disease|Peritonitis|Pulmonary granuloma|Bronchocentric granulomatosis|Generalized pustular psoriasis|Parasitic infection causing granuloma of cerebrum|Sialoadenitis|Immunodeficiency disorder|Psoriasis with eczema|Immune thrombocytopenia|Tuberculosis of nose|Vasculitis|Gammopathy|Pulmonary melioidosis|Sepsis without acute organ dysfunction|Severe systemic illness tissue wasting|Differentiation syndrome due to and following chemotherapy co-occurrent with acute promyelocytic leukemia|Ependymitis|Allergic bronchospasm caused by dietary substance|Splenitis|Tropical pulmonary eosinophilia|Bronchitis|Immune effector cell-associated neurotoxicity syndrome|Acute pulmonary African histoplasmosis|Pulmonary tuberculosis|Chronic inflammation of lacrimal passage|Radiculitis|Chronic pulmonary African histoplasmosis|Plasma cell granuloma of lung|Hypophysitis|Pancreatitis|Inflammatory bowel disease|Acute necrotizing encephalopathy of childhood|Multiple sclerosis of the brainstem|Pleurisy|Anti-human leukocyte antigen hyperimmunization|Sepsis without acute organ dysfunction caused by Streptococcus pneumoniae|Granuloma of brain caused by Schistosoma|Single organ dysfunction|Pneumonia caused by Serratia|Pneumoconiosis|Granuloma of brainstem|Meningitis|Graft versus host disease|Immune-mediated scleritis|Bakers' asthma|Foreign body granuloma of muscle|Pharyngitis|Sepsis syndrome|Chronic intervillositis of unknown etiology|Pustular bacterid|Inflammatory dermatosis|Limbic encephalitis|Inflammatory disease of the uterus|Osteomyelitis of right pelvis|Tuberculosis of brain|Listeria cerebritis|Nephritis|Serositis|Lapiere type of psoriasis|Chronic disease of immune function|Granuloma of brain caused by Schistosoma haematobium|Psoriasis of nail|Apical granuloma|Ulceroglandular tularemia|Cytokine release syndrome|Occupational allergic contact sensitization|Obstructing Aspergillus tracheobronchitis|Nasal vestibulitis|Gingivitis|Acute organ dysfunction due to systemic inflammatory response syndrome|Inflammation of lacrimal canaliculus|Fatal post-viral neurodegenerative disorder|Osteitis|Plaque psoriasis with pustules|Polyserositis|Myositis|Immune-mediated neuropathy|Cerebral sarcoidosis|Disorder of immune reconstitution|Malakoplakia of kidney"
2026-02-12T18:53:30.594774,Malignant,21594007,Malignant (qualifier value),qualifier value,Primitive,Behavior descriptors|General adjectival modifier,Adjectival modifier|Descriptor,,Quiet|Occult|Open|Controlled|Continent|Patent|Non-obstructive|Moveable|Cystic|Acantholytic|Ritual|Aberrant|Ruptured|Prophylactic|Hydrophilic|Non-resonant|Overactive|Incarcerated|Irritant|Obsolete|Intumescent|Maximal|Full|Circulating|Watery|Variant|Gas permeable|Clinically-functioning|Simple|Loculated|Flexible|Isomorphous|Unequal|Classified|Rare|Torsional|Downstream|Non-infiltrating|Reactive|Ballistic|Clumped|Uninvolved|Arrested|Syphilitic|Microscopic|Shortened|Revealed|Fixed|Ballottable|Reversible|Fibrovascular|Firm|Initial|Eighth|Confluent|Normal|Rigid|Artificial|Extensive|Frozen|Dynamic|Uncommon|Habitual|Advanced|Biphasic|Manifest|Isolated|Fresh|Hemolytic|Corrected|More|Underactive|Pedunculated|Effective|Illicit|Sessile|Subjective|Latent|Extrusion|Fluid|Burnt out|Inadequate|Triple|Fragment of|Tertiary|Most|Uncomplicated|Subclinical|Classic|Partially compliant|Has length|Complicated|Hyalinized|Symptomatic|Compensation|Walled|Tubercular|Brief|Extending|Laminar|Noted shortly before death|Aggregate|Relaxed|Papillary|Low frequency|Incipient|Concealed|Convoluted|Active|Acontractile|Silent|Strangulated|Non-compliant|Concurrent|Mixed|Alternating|Infantile|Essential|Double|Leaking|Against|Spastic|Better|Diffuse|Reinfected|Non-communicating|Resonant|Voluntary|Not seen|Invasiveness|Established|Antegrade|Restricted|Unresolved|Objective|Systemic|Intact|Striated|Original|Intractable|Topical|Tethered|Breakthrough|Digitate|Migratory|Spreading|Functional|Third|Granulocyte-specific|Young|Fourth|Monochromatic|Responsive|Indeterminate|Free-floating|Non-sterile|Brisk|Compliant|Destructive|Ritualistic behavior|Sustained|Viable|Clinically-functionless|Firstly|Progressive|Indiscriminate|Fine clustered|Solid|Equivocal|Incontinent|Combined|Paradoxical|Permanent|Non-calcified
2026-02-12T18:53:36.041270,Benign,30807003,Benign (qualifier value),qualifier value,Primitive,General adjectival modifier,Adjectival modifier,,Occult|Open|Controlled|Patent|Non-obstructive|Cystic|Incarcerated|Obsolete|Maximal|Circulating|Watery|Variant|Loculated|Isomorphous|Unequal|Classified|Rare|Downstream|Non-infiltrating|Reactive|Clumped|Uninvolved|Arrested|Microscopic|Shortened|Reversible|Fibrovascular|Firm|Initial|Eighth|Confluent|Normal|Artificial|Extensive|Uncommon|Advanced|Biphasic|Manifest|Isolated|Corrected|More|Pedunculated|Effective|Illicit|Sessile|Latent|Inadequate|Triple|Fragment of|Tertiary|Most|Has length|Hyalinized|Walled|Tubercular|Brief|Extending|Laminar|Noted shortly before death|Aggregate|Relaxed|Papillary|Low frequency|Convoluted|Active|Concurrent|Essential|Double|Leaking|Against|Better|Diffuse|Reinfected|Non-communicating|Not seen|Invasiveness|Antegrade|Systemic|Intact|Striated|Original|Intractable|Topical|Digitate|Spreading|Third|Young|Fourth|Monochromatic|Responsive|Indeterminate|Non-sterile|Firstly|Indiscriminate|Fine clustered|Solid|Equivocal|Paradoxical|Permanent|Non-calcified
2026-02-12T18:53:42.839928,Abscess,128477000,Abscess (disorder),disorder,Fully defined,Disease,Clinical finding,"Pasteurella abscess|Muscle abscess|Postprocedural abscess|Abscess of temple region|Lymph node abscess|Abscess of head, except face|Abscess of face|Abscess of external ear|Filarial abscess|Abscess of connective tissue|Abscess of bursa|Bone abscess|Abscess gonococcal|Abscess of trachea|Tuberculous abscess|Abscess of back|Retropharyngeal abscess|Acute Timorian filarial abscess|Abscess of chin|Abscess of orbit|Abscess of the infratemporal region|Abscess of trunk|Abscess caused by Entamoeba histolytica|Abscess of palate|Abscess of eye|Abscess of neck|Pyogenic abscess|Corticosteroid sensitive aseptic abscess syndrome|Intracranial abscess|Abscess of nervous system|Abscess of skin and/or subcutaneous tissue|Parapharyngeal abscess|Abscess of tendon sheath|Abscess of digestive system|Multiple abscesses|Abscess of limb|Wound abscess|Abscess of periosteum without osteomyelitis|Abscess of upper respiratory tract","Fibromatosis|Chromosomal disorder|Recurrent disease|Ear, nose and throat disorder|Cyst|Substance dependence|Multiple drug hypersensitivity syndrome|Heat exposure|Neoplasm and/or hamartoma|Complication due to diabetes mellitus|Disease caused by Arthropod|Anastomotic bleeding|Keratosis|Complication of injury|Travel-related illness|Effects of air pressure|Cellular atypia caused by antineoplastic agent|Foreign body|Disorder of body cavity|Adverse reaction|Effect of drug maladministration|Late effect of child abuse|Disorder of fetus and/or mother during labor|Allosensitization|Disorder of hematopoietic morphology|Hyperviscosity syndrome|Organ dysfunction syndrome|Movement disorder|Complication due to Crohn's disease|Disorder due to contraceptive use|Functional disorder|Disorder of prostheses and implants|Familial disease|Maternal disorder during pregnancy|Drug tolerance|Drug-induced lesion|Disorder of amputation stump|Drug-induced virilization|Disorder of pigmentation|Adverse drug interaction|Iatrogenic disorder|Disorder following clinical procedure|Disorder characterized by fever|Disease of presumed infectious origin|Application site disorder|Obesity|Disorder of fetus and/or newborn|Poisoning|Mental disorder|Acute disease|Scar|Seroma|Endotoxicosis|Disorder caused by radiation|Vertiginous syndrome|Disorder of back|Volume excess, disturbed Starling forces|Disorder of limb|Disorder of immune function|Subacute disease|Complication due to colonic inflammatory polyps|Isolated non-nephrotic proteinuria|Hematoma|Bleeding due to vitamin K epoxide reductase complex 1 rapid metabolizer|Epigenetic disorder|Disorder due to vaping|Non-allergic drug hypersensitivity disorder|Genetic disease|Nutritional disorder|Idiosyncratic drug effect|Complication of chemotherapy|Disorder of sensory organ|Ameboma|Disorder of head|Functional quadriplegia|Communication disorder|Maternal perinatal disorder|Disorder related to transplantation|Disorder in remission|Obesity associated disorder|Complication due to ulcerative colitis|Maltreatment syndromes|Polyp|Spontaneous hemorrhage|Underdialysis|Endometriosis (clinical)|Complication due to chronic ulcerative proctitis|Disorder caused by stimulant|Purple glove syndrome|Infectious disease|Complication associated with device|Fistula|Self-induced disease|Ataxia due to multiple system atrophy, cerebellar variant|Effects of high altitude|Sequela of disorder|Degenerative disorder|Azotemia|Lymphoid hyperplasia|Biphasic disease"
2026-02-12T18:53:49.145335,Edema,267038008,Edema (finding),finding,Fully defined,Clinical finding,,Acute edema|Edema of clitoris|Mucous membrane edema|Static edema level|Edema of fetal scalp|Anasarca|Edema of prepuce of penis|Edema of abdomen|Brawny edema|Reduction of peripheral edema|Edema of face|Fluctuating edema level|Edema of periwound skin|Generalized edema|Non-pitting edema|Edema of extremity|Edema of ear canal|Supraglottic edema|Pitting edema|Edema of back|Edema of chest wall|Edema of vocal cord|Disorder characterized by edema|Dependent edema|Infectious edema|Edema of breast|Gingival edema|Localized edema|Edema of esophagus,"Adverse incident outcome categories|Finding reported by subject or history provider|Fluid balance finding|Prognosis/outlook finding|Anesthetic finding|General clinical state finding|Ear and auditory finding|Finding related physiologic patient state|Hypervolemia|General body state finding|SARS-CoV-2 antibody detected|Problem|Physical activity finding|Loss of midline awareness|Deformity|Finding of limb structure|Finding of American Society of Anesthesiologists physical status classification|Jaundice|Propensity to adverse reaction|Chest expansion - finding|Temperature-associated finding|Epidemic disease|Pyknocytosis|Pulmonary arterial pressure increased|Disease type AND/OR category unknown|Skin AND/OR mucosa finding|Questionable explanation of injury|Age AND/OR growth finding|Clinical stage finding|Fetal finding|Endocrine finding|Functional finding|Mass of body structure|Opiate detected by screening method|Able to tolerate changing incontinence pad|Procedure related finding|Finding of immune status|Adverse incident resulting in no harmful effect|Intraabdominal pressure above reference range|Cardiovascular finding|Unsupervised specimen collection by subject|Finding of neonate|Calculus finding|Finding related to status of agreement with prior finding|One of twins|SARS-CoV-2 not detected|Musculoskeletal finding|Color finding|Victim status|Finding related to physiologic substance|Cognitive deficit in psychomotor function|Finding of body product|SARS-CoV-2 detected|Able to tolerate being cleaned during toileting|Finding of blood, lymphatics and immune system|Patient reaction finding|General problem AND/OR complaint|Local disease|Effect of exposure to physical force|Blood oxygen pressure within reference range|Stoma finding|Found walking|Finding of completeness of placenta|Abnormal blood oxygen pressure|Wound finding|Erythema|Nursing observation AND/OR diagnosis|Finding related to exertion|Dependence on enabling machine or device|Finding of cough impulse of lump|Safety finding|Social context finding|Antibody to Lentivirus detected|Finding by method|Virtual supervision by healthcare professional of specimen collection by subject|Micturition finding|Device finding|Finding of back|Odor of specimen - finding|Impaired tissue integrity|Elimination pattern|Cognitive deficit in visuospatial function|General finding of soft tissue|Finding related to awareness of bowel function|Acceptance of illness|Uses contraception|Aware of prognosis|Speech finding|Fit for activity|Intercurrent disease|Drawing up knees|Child health observations|Nutritional finding|Subclinical disease AND/OR syndrome|Eye / vision finding|Menopause finding|Antibody to Adenovirus detected|Finding of general observation of appearance|Finding of general physiological development"
2026-02-12T18:53:59.647233,Intubation,52765003,Intubation (procedure),procedure,Fully defined,Insertion of tube|Procedure by site,Procedure|Insertion procedure,Intubation of respiratory tract|Insertion of Holter valve|Intubation AND aspiration|Intubation of lacrimal drainage structure|Lacrimal apparatus intubation for dilation|Intubation of gastrointestinal tract|Ventriculocisternal intubation,Removal of fetal structures|SPECT of whole body for localization of neoplasm|Assessment of tissue perfusion|Placentography|Debridement of pacemaker pocket|Insertion of choledochohepatic tube for decompression|Endoscopic insertion of tubal prosthesis into duodenum|Excision of cyst of Gartner's duct|Excision of Wolffian duct|Drainage of skin tissue|Insertion of valved tube into larynx|Plain X-ray of placenta|Excision of nasopalatine cyst|Excision of transplanted tissue or organ|Stoma scar tissue released|Repair of cardiac pacemaker pocket|Total body scan|Insertion of bile duct T-tube|Manual removal of products of conception from delivered uterus|Placental localization|Fetography|Procedure on organ|Repair of branchial cleft fistula or cyst|Creation of tube esophagostomy|Procedure on soft tissue|Procedure on body region|Body wall and cavity procedures|Ileoscopy and insertion of tube prosthesis|Nuclear medicine study by site|Procedure on body system|Hyperthermia generated by intracavitary probes|Injection of cystic hygroma|Multisystem procedure|Amputation stump procedure|Upper gastrointestinal endoscopy for directed placement of percutaneous gastrostomy tube|Placental delivery procedure|Tube cecostomy|Thermography by site|Transplantation of hepatocytes|Artificial rupture of membranes|Physical examination|Intra-amniotic prostaglandin instillation|Total body perfusion|Insertion of gastrostomy tube|Insertion of T tube into pancreatic duct|Excision of Müllerian duct|Taking wound swab|Procedure on gland|Composite autograft with primary closure of donor site|Exteriorization by anatomic site|Orotracheal intubation using bougie device|Anatomic measurement|Insertion of tympanic ventilation tube in tympanic membrane|Insertion of tissue expander|Percutaneous endoscopic insertion of jejunostomy tube|Total body irradiation|Administration of substance via intracavernous route|Construction of interposition anastomosis|Revision of mastectomy scar|General body warming therapy|Reinsertion of ureterostomy tube|Operation on placenta|Open insertion of tubal prosthesis into duodenum|Operative termination of pregnancy|Destructive procedure by anatomic site|Sampling of chorionic villus|Ultrasound studies by site|Intubation using medication|Placental biopsy|Radiologic guidance for percutaneous placement of enteroclysis tube|Feeding enterostomy of jejunum|Removal of ectopic fetus
2026-02-12T18:54:06.353115,Biopsy,86273004,Biopsy (procedure),procedure,Fully defined,Removal,Procedure by method,"Biopsy of soft tissue|Vacuum assisted biopsy|Exploratory laparotomy with biopsy|Brush biopsy|Biopsy of head|Biopsy of nerve|Biopsy of ligament|Biopsy of upper aerodigestive tract|Needle biopsy|Biopsy of neck|Biopsy of spine|Biopsy of lymphatic structure|Biopsy of trunk|Biopsy of trachea|Imaging guided biopsy|Pinch biopsy|Biopsy by superficial smear|Musculoskeletal system biopsy|Biopsy of muscle|Biopsy of ulcer|Biopsy using mesh-covered balloon|Non-surgical biopsy|Bone marrow biopsy, needle or trocar|Biopsy of mucous membrane|Biopsy of eye region|Biopsy of meninges|Biopsy of mastectomy scar|Biopsy of fetus|Biopsy of limb|Biopsy of neuromuscular junction|Incision, exploration and biopsy for determination of stage of disease|Placental biopsy|Surgical biopsy|Transcatheter biopsy|Trephine biopsy|Endoscopic biopsy|Trocar biopsy|Biopsy of immune system structure|Biopsy of gastrointestinal tract","Endoscopic examination of lower bowel and sampling for bacterial overgrowth|Esophagoscopy for removal of polypoid lesion|Removal of piercing of tongue|Debridement|Removal of tick|Removal of calculus from pancreatic duct|Removal of foreign body|Manual removal of products of conception from delivered uterus|Removal from forearm|Removal of vessel clot|Removal of unwanted material|Removal correctional spinal instrumentation|Continuous blood sampling|Endoscopic removal of neoplasm from cranium|Endoscopic removal of calculus from biliary tract|Catheter suction calculus removal|Removal of device|Removal of calculus from submandibular duct|Thoracoscopy with removal of intrapleural fibrin deposit|Venous sampling catheter procedure|Fluoroscopy guided sampling of blood of vein with contrast|Removal of ectopic fetus|Airway clearance|Mediastinoscopic removal of lesion|Sampling of lymph node|Percutaneous removal of calculus from biliary tract using fluoroscopic guidance|Bone marrow sampling|Removal of impacted feces|Clearance of external auditory canal|Removal of calculus of prostate|Removal of oily contrast medium|Removal of wart|Removal of calculus from liver|Sialendoscopic removal of mucus plug of salivary duct|Removal of obstruction of right ventricular outflow tract|Removal of gallstones from intestine|Removal of obstruction of left ventricular outflow tract|Removal of surgical material and sutures|Lacrimal calculus removal|Specimen collection|Removal of dye from spinal canal|Removal of residual dental cement from tooth|Phlebotomy|Sampling of chorionic villus|Removal of soft tissue|Manual removal of retained placenta|Removal of granulation tissue from tracheostomy|Laryngotomy with removal of laryngocele|Lavage of mammary duct and sampling of mammary cytologic material|Removal of calculus of pharynx|Removal of sequestra from mandibular tooth socket|Removal of thrombus|Percutaneous mechanical thrombectomy of dialysis fistula using fluoroscopic guidance|Restraint removal|Fetal blood sampling|Replacement procedure|Removal of constricting band from limb|Removal of granulation tissue of skull|Evacuation procedure|Maxillary sinus endoscopy with removal of polyps|Clearance of secretions of respiratory tract|Craniotomy and removal of hematoma from extradural space|Removal of ring from digit of hand|Bile duct stone removal|Cerebrospinal fluid collection|Removal of coronary artery obstruction|Urine specimen collection, catheterized|Removal of breast filler|Removal of substance from skin or subcutaneous tissue|Removal of piercing from external ear|Bronchoscopy with lobar gas sampling|Removal of residual dental adhesive from tooth|Removal of calculus from parotid duct|Removal of calculus of salivary gland|Removal of object|Sampling for smear|Removal of gas/air from vitreous|Removal of sequestra from maxillary tooth socket|Catheter suction clot removal|Removal of nasal septal spur|Removal of internal tamponade agent from vitreous body|Removal of spinal cord lesion|Removal from urinary tract|Percutaneous aspiration thrombectomy of dialysis fistula using fluoroscopic guidance|Removal of ear wax|Surgical removal|Flexible fiberoptic laryngoscopy with removal of lesion|Remove potential infection source|Extraction"
